pravna_forma,nazov_meno,adresa,mesto,okres,kraj,telefonne_cislo,mail,bankove_spojenie,ico,dic
FO,MLICHOVA MARIA,Nobelovo námestie,Lukáčovce,Nitra,Nitriansky kraj,"421,998,308,554",Vivamus.nibh.dolor@ProinmiAliquam.com,095402044/2868,12345996,1234570753
FO,MODRAVA ANDREA,Odborárske námestie,Mokrance,Košice-okolie,Košický kraj,"421,918,294,054",diam.Duis.mi@Nuncsollicitudin.edu,437826706/7117,12345997,1234570762
FO,Modravy Juraj,Ovsištské námestie,Mokroluh,Bardejov,Prešovský kraj,"421,920,488,361",sodales.nisi@velitjustonec.ca,509359314/3457,12345998,1234570771
FO,MODRAVY VILIAM,Papánkovo námestie,Mokrý Háj,Skalica,Trnavský kraj,"421,958,852,935",mattis.Integer.eu@interdumSed.com,876450829/0971,12345999,1234570780
FO,MOCHNACKY MICHAL,Predstaničné námestie,Moldava nad Bodvou,Košice-okolie,Košický kraj,"421,937,828,023",non.nisi.Aenean@ipsumcursusvestibulum.com,643728712/3164,12346000,1234570789
FO,MOKRA BEATA,Primaciálne námestie,Moravany,Michalovce,Košický kraj,"421,900,999,587",Donec@velesttempor.org,598077842/3506,12346001,1234570798
FO,MOKRAN VLADIMIR,Radničné námestie,Moravany nad Váhom,Piešťany,Trnavský kraj,"421,962,115,593",erat.vitae.risus@sedorci.edu,415222750/9471,12346002,1234570807
FO,MOLNAR TIBOR,Rudnayovo námestie,Moravské Lieskové,Nové Mesto nad Váhom,Trenčiansky kraj,"421,941,794,803",Maecenas.mi.felis@tinciduntDonecvitae.org,713359340/1285,12346003,1234570816
FO,MOYS ANTON,Rybné námestie,Moravský Svätý Ján,Senica,Trnavský kraj,"421,908,444,166",Curae;@posuere.org,410585648/9655,12346004,1234570825
FO,MRAZOVA ELENA,Šafárikovo námestie,Most pri Bratislave,Senec,Bratislavský kraj,"421,990,191,509",mattis.semper@ultricessitamet.ca,650467501/1956,12346005,1234570834
FO,Mrázovská Miroslava,Šrobárovo námestie,Mostová,Galanta,Trnavský kraj,"421,964,831,826",amet@utmiDuis.com,968712928/7841,12346006,1234570843
FO,Múdra Jana,Trojičné námestie,Moškovec,Turčianske Teplice,Žilinský kraj,"421,912,438,349",iaculis@Aliquamerat.com,648195799/4754,12346007,1234570852
FO,MUHOVA BEATA,Vlastenecké námestie,Mošovce,Turčianske Teplice,Žilinský kraj,"421,998,247,995",Fusce.aliquet@hendreritid.org,973432010/2404,12346008,1234570861
FO,MUCHOVA JANA,Župné námestie,Moštenica,Banská Bystrica,Banskobystrický kraj,"421,972,565,689",quis@eu.org,273799281/2381,12346009,1234570870
FO,MULLEROVA EMILIA,Amurská,Mošurov,Prešov,Prešovský kraj,"421,959,194,087",faucibus.leo@tellusAeneanegestas.edu,329878602/9331,12346010,1234570879
FO,MURANSKA VALERIA,A. Mráza,Motešice,Trenčín,Trenčiansky kraj,"421,905,662,388",laoreet@Morbiaccumsan.com,456409237/2390,12346011,1234570888
FO,Muránska Zuzana,A. Plávku,Motyčky,Banská Bystrica,Banskobystrický kraj,"421,956,792,393",auctor@Aliquamvulputate.edu,513436735/4215,12346012,1234570897
FO,MURGAS MIROSLAV,Andrusovova,Môlča,Banská Bystrica,Banskobystrický kraj,"421,907,959,905",risus.Morbi@sitametorci.edu,519833408/4908,12346013,1234570906
FO,NABELKOVA ALENA,Anenská,Mrázovce,Stropkov,Prešovský kraj,"421,989,673,130",montes@sem.edu,732737871/2495,12346014,1234570915
FO,NANISTOVA MIRIAM,Anízová,Mučín,Lučenec,Banskobystrický kraj,"421,956,578,547",eu@DuisgravidaPraesent.ca,938193381/7157,12346015,1234570924
FO,NEBESNIKOVA MAGDALENA,Antická,Mudroňovo,Komárno,Nitriansky kraj,"421,925,776,663",feugiat.Lorem@Phasellusfermentum.ca,907084301/6804,12346016,1234570933
FO,NECPALOVA MARTINA,Antolská,Mudrovce,Košice-okolie,Košický kraj,"421,964,384,949",arcu.Vestibulum@tinciduntpede.ca,038998370/2030,12346017,1234570942
FO,NEMCOVICOVA LUBICA,Arménska,Muľa,Veľký Krtíš,Banskobystrický kraj,"421,953,672,929",lacus.Cras.interdum@egestasurna.com,102771741/6956,12346018,1234570951
FO,Nemčíková Ľubomíra,Astronomická,Muráň,Revúca,Banskobystrický kraj,"421,993,773,417",massa@malesuadavel.org,114165544/4271,12346019,1234570960
FO,NEOVESKA VIERA,Astrová,Muránska Dlhá Lúka,Revúca,Banskobystrický kraj,"421,928,028,664",erat.neque@pellentesquemassa.ca,392604721/5390,12346020,1234570969
FO,NESTICKY EMIL,Avarská,Muránska Huta,Revúca,Banskobystrický kraj,"421,916,358,396",nunc@per.edu,559020272/8273,12346021,1234570978
FO,NIKOLOVA IVETA,Azalková,Muránska Lehota,Revúca,Banskobystrický kraj,"421,928,684,875",augue@in.edu,616339365/3035,12346022,1234570987
FO,NOSAL VLADIMIR,Azovská,Muránska Zdychava,Revúca,Banskobystrický kraj,"421,965,433,597",egestas@scelerisque.com,189085675/8885,12346023,1234570996
FO,Novosadová Zuzana,Babuškova,Ohrady,Dunajská Streda,Trnavský kraj,"421,923,544,830",a.nunc.In@purusDuiselementum.com,067894958/3519,12346024,1234571005
FO,NYEKY MIKULAS,Bagarova,Ohradzany,Humenné,Prešovský kraj,"421,990,560,124",non.magna@rutrum.com,050411202/0698,12346025,1234571014
FO,Nyitrayová Klára,Bachova,Ochodnica,Kysucké Nové Mesto,Žilinský kraj,"421,913,428,653",posuere@magnis.edu,176937615/6552,12346026,1234571023
FO,OCKAJAK MARIAN,Bajkalská,Pichne,Snina,Prešovský kraj,"421,993,936,832",Phasellus.dolor@amagna.ca,397598192/2143,12346027,1234571032
FO,Okáľová Katarína,Bajzova,Píla,Pezinok,Bratislavský kraj,"421,993,946,181",Etiam@etnuncQuisque.edu,459341011/4875,12346028,1234571041
FO,ONDREJICKOVA OLGA,Bakošova,Píla,Lučenec,Banskobystrický kraj,"421,999,249,188",molestie.tellus@variuseteuismod.org,440064939/8118,12346029,1234571050
FO,ONDRKALOVA MARTA,Balkánska,Píla,Žarnovica,Banskobystrický kraj,"421,923,102,141",magna.Sed@pellentesque.edu,439963466/8770,12346030,1234571059
FO,Ontko Juraj,Baltská,Pinciná,Lučenec,Banskobystrický kraj,"421,950,041,933",parturient.montes@Classaptent.edu,828673083/6220,12346031,1234571068
FO,ORBANOVA DARINA,Bancíkovej,Pinkovce,Sobrance,Košický kraj,"421,907,994,226",pellentesque@posuerecubiliaCurae;.org,212396795/3200,12346032,1234571077
FO,Oríšek Peter,Banícka,Piskorovce,Vranov nad Topľou,Prešovský kraj,"421,938,880,381",elementum.purus.accumsan@nostra.com,998796982/6135,12346033,1234571086
FO,ORSZAGHOVA EVA,Baničova,Pitelová,Žiar nad Hronom,Banskobystrický kraj,"421,955,887,856",mauris.aliquam.eu@indolorFusce.org,497700923/9908,12346034,1234571095
FO,ORVANOVA PATRICIA,Baníkova,Plášťovce,Levice,Nitriansky kraj,"421,924,499,877",vulputate.risus@vulputate.edu,541550538/5073,12346035,1234571104
FO,OSLACOVA EVA,Banskobystrická,Plavé Vozokany,Levice,Nitriansky kraj,"421,905,138,797",a.tortor@semperNam.com,345699677/6868,12346036,1234571113
FO,OSTRIHONOVA SONA,Banšelova,Plavecké Podhradie,Malacky,Bratislavský kraj,"421,931,238,473",primis.in@lacus.org,158243759/2646,12346037,1234571122
FO,OTRUBOVA VERONIKA,Bardejovská,Plavecký Mikuláš,Malacky,Bratislavský kraj,"421,980,631,792",a@semelitpharetra.org,496139685/6814,12346038,1234571131
FO,PAJOR JAN,Bárdošova,Plavecký Peter,Senica,Trnavský kraj,"421,956,160,583",in.aliquet.lobortis@nullaDonecnon.edu,582264847/2848,12346039,1234571140
FO,PANCAK JAROSLAV,Barónka,Plavecký Štvrtok,Malacky,Bratislavský kraj,"421,923,248,055",viverra.Donec@Proin.ca,774138100/4973,12346040,1234571149
FO,PAPAYOVA MARIANA,Bartókova,Plaveč,Stará Ľubovňa,Prešovský kraj,"421,931,827,398",fermentum.vel.mauris@vulputatevelit.com,431687409/1486,12346041,1234571158
FO,PAPINCAKOVA BEATA,Bartoňova,Plavnica,Stará Ľubovňa,Prešovský kraj,"421,925,085,318",lacus.Ut.nec@facilisisegetipsum.org,204681423/8158,12346042,1234571167
FO,PAPIREK MARTIN,Bartoškova,Plechotice,Trebišov,Košický kraj,"421,939,878,197",Ut.semper@tristique.org,107832249/0131,12346043,1234571176
FO,PASTIERIKOVA MIRIAM,Baštová,Pleš,Lučenec,Banskobystrický kraj,"421,913,995,146",Lorem.ipsum.dolor@metussitamet.ca,156918065/9891,12346044,1234571185
FO,PATUSOVA DAGMAR,Batkova,Plešivec,Rožňava,Košický kraj,"421,971,706,105",nec.ante.Maecenas@volutpatNulla.org,273765733/0665,12346045,1234571194
FO,PAUCOVA MAGDALENA,Bazalková,Plevník-Drienové,Považská Bystrica,Trenčiansky kraj,"421,905,741,870",Maecenas.ornare.egestas@mollis.edu,577888358/5381,12346046,1234571203
FO,PAULINI MILAN,Bazová,Pliešovce,Zvolen,Banskobystrický kraj,"421,912,030,747",mollis.nec.cursus@Quisqueliberolacus.org,870892529/1775,12346047,1234571212
FO,PAVLICKOVA MARIA,Bazovského,Ploské,Revúca,Banskobystrický kraj,"421,978,364,422",Aliquam.erat.volutpat@dis.com,171836505/4899,12346048,1234571221
FO,PAVLIK VLADIMIR,Bažantia,Ploské,Košice-okolie,Košický kraj,"421,990,620,841",Aenean@ultriciessemmagna.com,742561369/2855,12346049,1234571230
FO,PAVLIKOVA MICHAELA,Bebravská,Pobedim,Nové Mesto nad Váhom,Trenčiansky kraj,"421,978,164,847",quis.pede@Nulla.edu,873534343/6186,12346050,1234571239
FO,PAYEROVA JAROSLAVA,Belinského,Pohranice,Nitra,Nitriansky kraj,"421,901,366,372",libero.et@ipsum.ca,635622158/7614,12346051,1234571248
FO,PAZMANYOVA HEDVIGA,Bernolákova,Pohronská Polhora,Brezno,Banskobystrický kraj,"421,934,707,588",sodales@Proinnonmassa.edu,643191927/2707,12346052,1234571257
FO,PECAROVA MARTA,Betliarska,Pohronský Bukovec,Banská Bystrica,Banskobystrický kraj,"421,925,207,311",mollis@nullaIn.edu,168935292/5130,12346053,1234571266
FO,Pechlivanov Emil,Bezručova,Pohronský Ruskov,Levice,Nitriansky kraj,"421,915,214,652",tristique.pharetra.Quisque@nonjustoProin.edu,007143585/5948,12346054,1234571275
FO,PEKAROVICOVA MARIA,Beňadická,Pochabany,Bánovce nad Bebravou,Trenčiansky kraj,"421,989,950,203",Nam@Inornaresagittis.edu,676747437/7906,12346055,1234571284
FO,PENER VLADIMIR,Bieloruská,Pokryváč,Dolný Kubín,Žilinský kraj,"421,972,543,796",Nullam.velit.dui@est.org,158468530/0668,12346056,1234571293
FO,Pergerová Miriam,Blagoevova,Poliakovce,Bardejov,Prešovský kraj,"421,907,269,159",lorem.fringilla.ornare@nec.edu,218705462/9363,12346057,1234571302
FO,PERICHTOVA MAGDALENA,Bodvianska,Polianka,Myjava,Trenčiansky kraj,"421,946,796,422",eu.enim.Etiam@vitaerisusDuis.edu,132104688/2736,12346058,1234571311
FO,PETRASKOVA EVA,Bohrova,Polichno,Lučenec,Banskobystrický kraj,"421,971,526,599",nonummy@feugiat.ca,832425602/6563,12346059,1234571320
FO,Petro Ján,Bosákova,Polina,Revúca,Banskobystrický kraj,"421,984,054,411",Aliquam.fringilla@nequevenenatis.edu,767498829/8667,12346060,1234571329
FO,Petrová Magdaléna,Boskovičova,Poloma,Sabinov,Prešovský kraj,"421,942,024,849",odio@sitamet.edu,595953387/5345,12346061,1234571338
FO,PETROVICOVA ANDREA,Bottova,Polomka,Brezno,Banskobystrický kraj,"421,970,249,089",viverra.Maecenas@Pellentesqueut.org,501249913/9011,12346062,1234571347
FO,PILCOVA OLGA,Bradáčova,Poltár,Poltár,Banskobystrický kraj,"421,986,147,678",molestie.in.tempus@urnajustofaucibus.edu,007683532/1659,12346063,1234571356
FO,PILKOVA ROZALIA,Brančská,Poluvsie,Prievidza,Trenčiansky kraj,"421,985,796,408",nunc.ac.mattis@duiinsodales.ca,303769872/3724,12346064,1234571365
FO,PIVOLUSKA MILAN,Bratská,Poľanovce,Levoča,Prešovský kraj,"421,951,237,198",ipsum.dolor@Proinvel.org,014225301/1374,12346065,1234571374
FO,PLAVA ERIKA,Budatínska,Poľany,Trebišov,Košický kraj,"421,955,497,344",interdum@enimsitamet.ca,690194222/8216,12346066,1234571383
FO,POBIECKA ALENA,Bulharská,Poľný Kesov,Nitra,Nitriansky kraj,"421,972,750,273",Donec.felis@acfacilisis.com,543794847/0901,12346067,1234571392
FO,POCZIK GABOR,Bulíkova,Ražňany,Sabinov,Prešovský kraj,"421,903,930,494",eu.dui@mifelisadipiscing.edu,024861772/6249,12346068,1234571401
FO,PODHORANSKA DASA,Bylinková,Reca,Senec,Bratislavský kraj,"421,900,939,757",tempus.non@odio.ca,431696033/9713,12346069,1234571410
FO,POKORNA ALEXANDRA,Bzovícka,Regetovka,Bardejov,Prešovský kraj,"421,965,428,457",faucibus.id.libero@Morbi.edu,422533781/3981,12346070,1234571419
FO,POLACKOVA MARCELA,Chalupkova,Rejdová,Rožňava,Košický kraj,"421,973,864,964",aliquet@mauris.com,253748064/0353,12346071,1234571428
FO,POLEK PAVOL,Cintorínska,Reľov,Kežmarok,Prešovský kraj,"421,954,364,918",dapibus@Donec.ca,740985100/5384,12346072,1234571437
FO,Poliak Dušan,Cyprichova,Remeniny,Vranov nad Topľou,Prešovský kraj,"421,903,184,813",non.ante@posuere.edu,524437974/4640,12346073,1234571446
FO,POLJAKOVA JULIA,Dargovská,Remetské Hámre,Sobrance,Košický kraj,"421,958,231,885",nisl.sem@nibhlacinia.edu,044571080/8419,12346074,1234571455
FO,POLKOVA MARIANNA,Diamantová,Renčišov,Sabinov,Prešovský kraj,"421,967,336,467",Duis@vestibulumneque.com,572328562/8316,12346075,1234571464
FO,Pólya Tibor,Dolnozemská,Repejov,Medzilaborce,Prešovský kraj,"421,976,447,021",tempor.erat@facilisisvitae.org,862263719/4293,12346076,1234571473
FO,POPRAC MILOS,Donnerova,Repište,Žiar nad Hronom,Banskobystrický kraj,"421,982,227,434",Nunc.laoreet.lectus@feugiatmetussit.ca,287472106/4811,12346077,1234571482
FO,POPRACOVA ANNA,Dopravna,Rešica,Košice-okolie,Košický kraj,"421,935,075,839",odio@maurisSuspendissealiquet.edu,399387849/9416,12346078,1234571491
FO,PORUBEC VILIAM,Drotárska,Rešov,Bardejov,Prešovský kraj,"421,933,749,661",consectetuer.rhoncus.Nullam@orciluctus.ca,037589661/7646,12346079,1234571500
FO,Porubský Ján,Dubnická (Bratislava)Dubnická,Revúca,Revúca,Banskobystrický kraj,"421,946,564,815",Vestibulum.ante@eros.org,935389283/1525,12346080,1234571509
FO,POTHE IMRICH,Dudova,Revúcka Lehota,Revúca,Banskobystrický kraj,"421,959,601,039",ligula.Aenean@nisiAenean.org,519780055/8425,12346081,1234571518
FO,Prídavok Martin,Einsteinova,Riečka,Banská Bystrica,Banskobystrický kraj,"421,944,162,637",Duis@nislMaecenas.com,601160424/2160,12346082,1234571527
FO,PRIPUTNIKOVA JANA,Eisnerova,Riečka,Rimavská Sobota,Banskobystrický kraj,"421,901,698,285",Ut@tempuslorem.ca,486632839/6391,12346083,1234571536
FO,PRISCAKOVA DENISA,Fadejevova,Richnava,Gelnica,Košický kraj,"421,909,404,956",scelerisque.dui@dictum.com,886033144/7599,12346084,1234571545
FO,PRISTASOVA EVA,Farského,Richvald,Bardejov,Prešovský kraj,"421,947,980,096",dui.nec.tempus@egetvariusultrices.com,021635402/8201,12346085,1234571554
FO,PROCHAZKA MILOSLAV,Fedinova,Rimavská Baňa,Rimavská Sobota,Banskobystrický kraj,"421,918,787,782",sit.amet.ornare@lectus.ca,174183954/2957,12346086,1234571563
FO,PROCHAZKOVA LUBICA,Fedákova,Rimavská Seč,Rimavská Sobota,Banskobystrický kraj,"421,971,166,536",risus.varius@vitaesodales.edu,423323530/9859,12346087,1234571572
FO,PSOTNA HELENA,Figová,Rimavská Sobota,Rimavská Sobota,Banskobystrický kraj,"421,960,943,121",Nunc.sed.orci@ipsumSuspendissesagittis.com,141252904/8334,12346088,1234571581
FO,Račková Zuzana,Furdekova,Rimavské Brezovo,Rimavská Sobota,Banskobystrický kraj,"421,980,429,131",Integer.aliquam.adipiscing@Sedidrisus.org,753337661/8071,12346089,1234571590
FO,RAISOVA MARIA,Gajova,Rimavské Janovce,Rimavská Sobota,Banskobystrický kraj,"421,906,247,857",libero.lacus@velfaucibusid.edu,060651064/6946,12346090,1234571599
FO,RAKICKY JOZEF,Gallayova,Rimavské Zalužany,Rimavská Sobota,Banskobystrický kraj,"421,986,969,863",dolor@tempusscelerisque.org,320768301/6773,12346091,1234571608
FO,RASOCHOVA MICHAELA,Gercenova,Rišňovce,Nitra,Nitriansky kraj,"421,944,460,533",Phasellus.at.augue@gravida.ca,853574271/7914,12346092,1234571617
FO,RATTAJ JULIUS,Gessayova,Rohov,Senica,Trnavský kraj,"421,964,824,794",et@in.com,374748045/7287,12346093,1234571626
FO,Rekeňová Oľga,Gettingova,Rohovce,Dunajská Streda,Trnavský kraj,"421,936,883,328",Mauris@estMauris.ca,445183719/4611,12346094,1234571635
FO,REMECKY TOMAS,Gogoľova,Rohožník,Malacky,Bratislavský kraj,"421,935,085,623",lorem.fringilla.ornare@neque.edu,790834671/0615,12346095,1234571644
FO,RENTKA MIROSLAV,Goralská,Rohožník,Humenné,Prešovský kraj,"421,937,330,799",ac.risus@Pellentesque.edu,197062414/2514,12346096,1234571653
FO,REPASKA IVETA,Gorkého,Rochovce,Rožňava,Košický kraj,"421,922,469,710",arcu.vel@lacuspedesagittis.edu,460687596/8326,12346097,1234571662
FO,Reviľák Juraj,Grösslingová,Rokycany,Prešov,Prešovský kraj,"421,965,146,529",ac.arcu.Nunc@eteuismodet.edu,532794674/2994,12346098,1234571671
FO,RICHTER DENIS,Haanova,Rokytov,Bardejov,Prešovský kraj,"421,922,404,628",dui@sagittisfelisDonec.com,329564170/9459,12346099,1234571680
FO,RISNOVSKY RICHARD,Handlovská,Rokytov pri Humennom,Humenné,Prešovský kraj,"421,932,912,564",litora@auctornonfeugiat.edu,143318746/6824,12346100,1234571689
FO,ROHONOVA VALERIA,Harmanecká,Rokytovce,Medzilaborce,Prešovský kraj,"421,985,977,102",libero@placeratvelitQuisque.com,353206591/2339,12346101,1234571698
FO,RONDIKOVA DRAHOSLAVA,Harmincova,Rosina,Žilina,Žilinský kraj,"421,916,068,388",mauris.rhoncus@odiosagittis.org,334925459/5470,12346102,1234571707
FO,ROSENBERGEROVA TEREZIA,Hlaváčikova,Roškovce,Medzilaborce,Prešovský kraj,"421,943,576,435",sagittis@vitaemaurissit.com,049382915/9809,12346103,1234571716
FO,ROSIPALOVA DANA,Holubyho,Roštár,Rožňava,Košický kraj,"421,986,229,489",lorem@dapibus.com,933326676/9204,12346104,1234571725
FO,ROZLOZNIKOVA EVA,Holíčska,Rovensko,Senica,Trnavský kraj,"421,970,886,321",tincidunt@necluctus.com,269970364/2843,12346105,1234571734
FO,ROZPRAVKOVA EVA,Horná,Rovinka,Senec,Bratislavský kraj,"421,976,090,952",vehicula@dolordapibusgravida.com,441531865/1318,12346106,1234571743
FO,Rudinská Lenka,Hriňovská,Rovné,Rimavská Sobota,Banskobystrický kraj,"421,975,660,479",Sed@lorem.org,001153853/5671,12346107,1234571752
FO,RUDINSKY BRUNO,Hrobákova,Rovné,Humenné,Prešovský kraj,"421,943,198,958",Praesent.interdum.ligula@euaugueporttitor.ca,090434959/2789,12346108,1234571761
FO,Rusčák Ján,Hrobárska,Rovné,Svidník,Prešovský kraj,"421,999,583,240",sagittis.felis.Donec@Donecest.com,293483595/1336,12346109,1234571770
FO,RUZINSKA IVETA,Hviezdoslavova,Rovňany,Poltár,Banskobystrický kraj,"421,970,726,167",pellentesque@nonmagna.com,682493408/7472,12346110,1234571779
FO,RYNIK ADRIAN,Hálova,Rozhanovce,Košice-okolie,Košický kraj,"421,951,190,095",a.auctor.non@facilisisegetipsum.com,400292137/0729,12346111,1234571788
FO,SABO JAN,Iľjušinova,Rozložná,Rožňava,Košický kraj,"421,988,852,559",vel.turpis.Aliquam@tellus.ca,232599424/4584,12346112,1234571797
FO,SABOL GUSTAV,Janka Kráľa,Roztoky,Svidník,Prešovský kraj,"421,908,561,083",metus@euismodac.com,368192195/1174,12346113,1234571806
FO,Sabolová Ingrid,Jankolova,Rožkovany,Sabinov,Prešovský kraj,"421,922,256,135",bibendum.ullamcorper@torquent.org,871164499/4947,12346114,1234571815
FO,Sabová Mariana,Jantárová cesta,Rožňava,Rožňava,Košický kraj,"421,994,633,629",elementum@Sed.ca,483236818/7496,12346115,1234571824
FO,SAFCAK VLADIMIR,Jarná,Rožňavské Bystré,Rožňava,Košický kraj,"421,909,103,336",lobortis.quis.pede@loremacrisus.com,008757468/1131,12346116,1234571833
FO,SAFFOVA ANNA,Jaroslavova,Rúbaň,Nové Zámky,Nitriansky kraj,"421,949,575,511",vestibulum.Mauris.magna@liberoestcongue.org,081555388/6568,12346117,1234571842
FO,SAFKO STEFAN,Jaskový rad,Rudina,Kysucké Nové Mesto,Žilinský kraj,"421,916,524,615",ante.iaculis.nec@Aliquamauctorvelit.edu,343213391/8765,12346118,1234571851
FO,Sakmarová Erika,Jasovská,Rudinka,Kysucké Nové Mesto,Žilinský kraj,"421,999,924,329",Nullam@litoratorquent.ca,686007812/3761,12346119,1234571860
FO,SALATOVA DANIELA,Javorinská,Rudinská,Kysucké Nové Mesto,Žilinský kraj,"421,938,653,719",Praesent@turpisAliquam.edu,537220653/7977,12346120,1234571869
FO,SALING MARIAN,Jašíkova,Rudlov,Vranov nad Topľou,Prešovský kraj,"421,927,029,028",ante@nibh.org,064711581/5697,12346121,1234571878
FO,SAMSON JOZEF,Jelačičova,Rudná,Rožňava,Košický kraj,"421,932,061,448",eu.metus.In@idante.ca,934550922/1297,12346122,1234571887
FO,SANIOVA BEATA,Jesenského,Rudnianska Lehota,Prievidza,Trenčiansky kraj,"421,967,389,659",penatibus.et.magnis@nonegestasa.com,666337984/1000,12346123,1234571896
FO,Sárkányová Sylvia,Jiráskova,Rudník,Myjava,Trenčiansky kraj,"421,927,673,003",in.felis.Nulla@Aliquamadipiscinglobortis.edu,256235571/0803,12346124,1234571905
FO,SEBOOVA JUDITA,Jungmannova,Rudník,Košice-okolie,Košický kraj,"421,980,698,271",tristique@Donecatarcu.org,026992666/0468,12346125,1234571914
FO,SEDIVY ONDREJ,Jégého,Rudno,Turčianske Teplice,Žilinský kraj,"421,962,676,853",Cras.vulputate@nibhlacinia.edu,979971543/8986,12346126,1234571923
FO,SEDLAK MILOSLAV,Kapicova,Rudno nad Hronom,Žarnovica,Banskobystrický kraj,"421,918,939,735",tempor.augue.ac@arcuSedeu.com,194125484/4100,12346127,1234571932
FO,SEDLAKOVA ENIKO,Kapucínska,Rudňany,Spišská Nová Ves,Košický kraj,"421,991,178,894",tellus.justo@vulputateullamcorper.ca,705395194/9003,12346128,1234571941
FO,Sedláková Milica,Karadžičova,Rumanová,Nitra,Nitriansky kraj,"421,909,371,561",montes.nascetur.ridiculus@NuncmaurisMorbi.edu,383254296/5413,12346129,1234571950
FO,SERDAHELY VLASTIMIL,Karola Adlera,Rumince,Rimavská Sobota,Banskobystrický kraj,"421,964,928,949",Vestibulum.ante@anteNuncmauris.org,955062116/1680,12346130,1234571959
FO,SEVCIKOVA SONA,Kaukazská,Runina,Snina,Prešovský kraj,"421,931,041,045",eu.nibh.vulputate@Vivamus.org,170114057/6096,12346131,1234571968
FO,SCHMOTZER RICHARD,Klariská,Ruská,Michalovce,Košický kraj,"421,998,529,278",fringilla.euismod@quamPellentesquehabitant.com,640780230/9610,12346132,1234571977
FO,Siebertová Ivona,Klokočova,Ruská Bystrá,Sobrance,Košický kraj,"421,940,207,627",Morbi@atnisiCum.ca,227039830/9814,12346133,1234571986
FO,SIMASKOVA IVANA,Kolmá,Ruská Kajňa,Humenné,Prešovský kraj,"421,950,996,872",sagittis@semPellentesque.org,584541059/9522,12346134,1234571995
FO,SINGLIAROVA MARIA,Kopčianska,Ruská Nová Ves,Prešov,Prešovský kraj,"421,993,478,980",hendrerit.Donec.porttitor@neccursusa.com,618821192/4808,12346135,1234572004
FO,Sivák Štefan,Kočánkova,Ruská Poruba,Humenné,Prešovský kraj,"421,974,123,733",ac.urna@Donec.com,906152908/3199,12346136,1234572013
FO,Siviček Jozef,Krasovského,Ruská Volová,Snina,Prešovský kraj,"421,932,718,643",ullamcorper.nisl@lorem.com,184311509/7107,12346137,1234572022
FO,Skalka Jozef,Kremnická,Ruská Voľa,Vranov nad Topľou,Prešovský kraj,"421,917,021,872",enim@dui.com,455435507/0260,12346138,1234572031
FO,SKALSKA DAGMAR,Krupinská,Ruská Voľa nad Popradom,Stará Ľubovňa,Prešovský kraj,"421,964,617,934",turpis@et.com,102093847/9539,12346139,1234572040
FO,SKICKA LUBOS,Krupkova,Ruskov,Košice-okolie,Košický kraj,"421,948,662,842",tempor@Suspendisse.ca,401575030/3953,12346140,1234572049
FO,SLADKOVA JANA,Krymská (Bratislava)Krymská,Ruskovce,Bánovce nad Bebravou,Trenčiansky kraj,"421,921,865,512",luctus.vulputate@fringilla.com,656367398/3268,12346141,1234572058
FO,SLAMKOVA HELENA,Krásnohorská,Ruskovce,Sobrance,Košický kraj,"421,930,485,972",lobortis.quis@semper.edu,063368474/2356,12346142,1234572067
FO,SLIZ MIROSLAV,Krátka,Ruský Hrabovec,Sobrance,Košický kraj,"421,926,224,433",sit@massaQuisqueporttitor.edu,395931594/1780,12346143,1234572076
FO,SLOSAROVA MARTA,Kubínska,Ruský Potok,Snina,Prešovský kraj,"421,952,345,650",a.dui@sit.com,523204847/5322,12346144,1234572085
FO,Smiešková Alena,Kutlíkova,Ružiná,Lučenec,Banskobystrický kraj,"421,962,474,737",in.cursus.et@sapien.edu,746209159/4744,12346145,1234572094
FO,SMIKOVA RENATA,Ladzianskeho,Stará Turá,Nové Mesto nad Váhom,Trenčiansky kraj,"421,941,173,697",lectus@tinciduntdui.org,251067309/3487,12346146,1234572103
FO,SMISEK MIROSLAV,Lachova,Stará Voda,Gelnica,Košický kraj,"421,997,521,255",aliquet.nec.imperdiet@egetipsum.org,241478931/0336,12346147,1234572112
FO,STETINOVA TAMARA,Lamačská cesta,Staré,Michalovce,Košický kraj,"421,931,954,375",egestas@accumsan.ca,283626247/9209,12346148,1234572121
FO,Subotič Mirko,Laurinská,Staré Hory,Banská Bystrica,Banskobystrický kraj,"421,924,180,156",nisl.Nulla@luctusvulputatenisi.com,234116521/2115,12346149,1234572130
FO,SUDZINA RUDOLF,Lenardova,Starina,Stará Ľubovňa,Prešovský kraj,"421,978,616,925",consectetuer.euismod@placerataugueSed.edu,318671418/7701,12346150,1234572139
FO,SUDZINOVA SILVIA,Levočská,Starý Hrádok,Levice,Nitriansky kraj,"421,903,300,652",dictum.magna@Nuncpulvinar.edu,404596947/0123,12346151,1234572148
FO,SZIKOROVA ILDIKO,Lietavská,Starý Tekov,Levice,Nitriansky kraj,"421,977,060,856",blandit.enim.consequat@placerataugue.ca,245408595/2094,12346152,1234572157
FO,SZILASIOVA JARMILA,Líščie údolie,Staškov,Čadca,Žilinský kraj,"421,909,731,765",facilisis.lorem.tristique@Quisque.edu,861986921/9904,12346153,1234572166
FO,SZILASSYOVA ADRIANA,M. C. Sklodowskej,Staškovce,Stropkov,Prešovský kraj,"421,969,461,142",varius.orci.in@non.edu,615958402/4974,12346154,1234572175
